what,kind,bundleId,bundleVersion,description,time
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1335215159933
java.runtime.version,sysinfo,,,"1.6.0_31-b04-415-11M3635",1335215159933
java.specification.name,sysinfo,,,"Java Platform API Specification",1335215159933
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1335215159933
java.specification.version,sysinfo,,,"1.6",1335215159933
java.vendor,sysinfo,,,"Apple Inc.",1335215159933
java.version,sysinfo,,,"1.6.0_31",1335215159933
java.vm.info,sysinfo,,,"mixed mode",1335215159933
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1335215159933
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1335215159933
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1335215159933
java.vm.specification.version,sysinfo,,,"1.0",1335215159933
java.vm.vendor,sysinfo,,,"Apple Inc.",1335215159933
java.vm.version,sysinfo,,,"20.6-b01-415",1335215159934
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1335215253552
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1335215253579
closed,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1335215253601
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1335215260389
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1335215260433
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20100505,"org.eclipse.jdt.launching.macosx",1335215260433
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335215261946
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1335215303372
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1335215303392
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335215304065
started,bundle,com.android.ide.eclipse.ddms,8.0.1.v201012062107-82219,"com.android.ide.eclipse.ddms",1335215304259
started,bundle,com.android.ide.eclipse.adt,8.0.1.v201012062107-82219,"com.android.ide.eclipse.adt",1335215304405
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1335215304459
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1335215304465
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335215319755
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335215322002
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.newWizard",1335215322050
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335215326690
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1335215332943
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335215334306
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1335215336206
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335215336265
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335215336537
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1335215336956
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335215341487
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335215507692
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335215525563
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1335215810795
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335215810878
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335215812074
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335215831778
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335215835337
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335215835975
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335215837023
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1335216398934
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216399017
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335216400218
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216409435
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216450201
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1335216453228
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1335216453424
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216459813
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216462556
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335216462781
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335216462980
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216465480
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1335216473626
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216473684
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216477577
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216477787
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335216482893
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216483744
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1335216491877
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216491939
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335216498184
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216498715
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216510684
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1335216516539
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216526769
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216528987
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1335216536108
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335216541068
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216558735
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216572848
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335216604713
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216608568
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216611953
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335216612289
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335216612529
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216616541
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216628578
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335216628914
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335216629072
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1335216631833
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216643990
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216655243
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335216656519
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1335216658330
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335216658534
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1335216660455
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1335216672865
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216682426
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216682527
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216684236
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216712627
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1335216727383
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335216731060
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1335216732644
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335216732867
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216739073
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216743564
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216750469
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216752589
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216759682
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216768575
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335216803890
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216810270
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216813647
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216842901
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216874177
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335216892221
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335216897933
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216905294
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1335216920479
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216920529
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335216922047
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335216929074
activated,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1335217005943
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335217005994
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335217006904
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335229926120
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335326004794
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1335326041234
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1335326042021
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1335326042287
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1335326042738
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1335326043132
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1335326043366
stopped,bundle,com.android.ide.eclipse.adt,8.0.1.v201012062107-82219,"com.android.ide.eclipse.adt",1335326043366
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1335326043366
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1335326043485
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1335326043766
stopped,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1335326043767
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1335326044414
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.303.v201004290328,"org.eclipse.wst.xsd.ui",1335326044678
stopped,bundle,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui",1335326044678
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1335326045076
stopped,bundle,org.eclipse.wst.sse.ui,1.2.2.v201008232126,"org.eclipse.wst.sse.ui",1335326045618
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1335326045618
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1335326045618
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1335326046557
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1335326046557
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1335326046557
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1335326046557
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1335326046649
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1335326046778
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1335326046778
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.help.ui",1335326047538
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1335326048941
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1335326048941
stopped,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1335326048952
stopped,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1335326048952
stopped,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1335326048952
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1335326049104
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1335363650560
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1335363650561
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1335363650624
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1335363650650
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1335363650699
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1335363650747
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1335363650960
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1335363650988
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1335363651022
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1335363651056
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1335363651067
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1335363651176
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1335363651190
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1335363651202
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1335363651252
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1335363651312
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1335363651336
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1335363651347
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1335363651397
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1335363651428
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1335363651453
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1335363651482
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1335363651500
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1335363651539
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1335363651553
